address,suburb,price,bedrooms,bathrooms,garage,landsize,floor_area,build_year,cbd_dist,nearest_stn,nearest_stn_dist,date_sold,post_code,latitude,longitude,nearest_sch,nearest_sch_dist,nearest_sch_rank
1 Ashcott Gate,Butler,0.25541666666666657,0.3333333333333332,0.0,0.0,0.2995824634655733,0.32098765432098764,0.6956521739130447,0.8022988505747126,Butler Station,0.25447316103379725,11-2018,0.19642857142857142,0.9572359941414705,0.0519259419820462,BUTLER COLLEGE,0.18365319608789912,0.2753623188405797
1 Babbler Court,Maida Vale,0.4241666666666666,0.6666666666666665,0.0,0.0,0.47703549060544376,0.5967078189300414,0.6956521739130447,0.3195402298850575,Midland Station,0.8633200795228629,10-2020,0.3214285714285721,0.5486945034328464,0.9269232977592915,DARLING RANGE SPORTS COLLEGE,0.8057140986153015,0.9855072463768116
1 Barcroft Court,Atwell,0.33666666666666656,0.6666666666666665,0.0,0.0,0.3538622129436574,0.382716049382716,0.6304347826086946,0.44367816091954027,Cockburn Central Station,0.19234592445328016,08-2017,0.9583333333333349,0.2948325708888062,0.504589409207792,ATWELL COLLEGE,0.20360582836293067,0.927536231884058
1 Batoni Way,Ashby,0.3783333333333333,0.3333333333333332,0.0,0.0,0.28914405010434313,0.3292181069958846,0.782608695652172,0.5425287356321837,Joondalup Station,0.4035785288270378,09-2014,0.3690476190476196,0.8495076015794407,0.31960947370761494,WANNEROO SECONDARY COLLEGE,0.9245519295587954,0.9420289855072465
1 Bindoon Close,Gwelup,0.645,0.6666666666666665,0.0,0.0,0.38517745302713946,0.37037037037037024,0.5869565217391278,0.21609195402298834,Warwick Station,0.34145129224652065,06-2016,0.08928571428571226,0.6617169162377269,0.3142328416040524,BALCATTA SENIOR HIGH SCHOOL,0.4330174787880352,0.9710144927536232
1 Binnia Mews,Harrisdale,0.35083333333333333,0.6666666666666665,0.0,0.0,0.37369519832983833,0.2962962962962963,0.8043478260869553,0.40459770114942517,Cockburn Central Station,0.701789264413519,11-2020,0.6488095238095214,0.32455514964808085,0.6429332219050657,CAREY BAPTIST COLLEGE,0.5159438538783805,0.4420289855072464
1 Bittern Close,Maida Vale,0.33666666666666656,0.3333333333333332,0.0,0.0,0.5313152400835279,0.2592592592592593,0.6739130434782613,0.3080459770114942,Midland Station,0.9005964214711731,07-2019,0.3214285714285721,0.5444876798718469,0.9140387213115213,DARLING RANGE SPORTS COLLEGE,0.6698673872716879,0.9855072463768116
1 Boncath Road,Butler,0.24916666666666673,0.3333333333333332,0.0,0.0,0.2985386221293981,0.2057613168724279,0.7608695652173886,0.8413793103448275,Butler Station,0.03976143141153058,12-2020,0.19642857142857142,0.9786003544474914,0.04644793655841407,BUTLER COLLEGE,0.47613373037271245,0.2753623188405797
1 Bonita Way,Tapping,0.3991666666666665,0.6666666666666665,0.0,0.0,0.5532359081419549,0.5802469135802469,0.7391304347826116,0.586206896551724,Currambine Station,0.5899602385685886,03-2018,0.3690476190476196,0.8725550064790579,0.31997870336108675,JOSEPH BANKS SECONDARY COLLEGE,0.5685171365047021,0.6594202898550724
1 Boronia Court,Thornlie,0.2991666666666666,0.3333333333333332,0.0,0.0,0.5939457202504917,0.3415637860082307,0.43478260869565,0.3402298850574712,Thornlie Station,0.4160039761431412,06-2020,0.6249999999999978,0.37791391046640843,0.7225832559297044,THORNLIE SENIOR HIGH SCHOOL,0.5012634605174349,0.8985507246376812
1 Bradstocks Grove,Southern River,0.5991666666666667,0.6666666666666665,0.0,0.0,0.3507306889352363,0.9259259259259259,0.9565217391304334,0.3954022988505747,Thornlie Station,0.7142147117296225,09-2018,0.6369047619047624,0.347358120284898,0.7397469403251545,PROVIDENCE CHRISTIAN COLLEGE,0.4292059586829814,0.2681159420289855
1 Brittain Avenue,Madeley,0.4324999999999999,0.6666666666666665,0.0,0.0,0.44885177453027864,0.4444444444444443,0.717391304347828,0.3356321839080459,Greenwood Station,0.47813121272365783,07-2017,0.3690476190476196,0.7413176916964488,0.38681503984463406,KINGSWAY CHRISTIAN COLLEGE,0.3574207989835516,0.3550724637681159
1 Bruning Road,Manning,0.5466666666666666,0.3333333333333332,0.0,0.0,0.48747390396656964,0.3950617283950616,0.5217391304347835,0.11494252873563213,Canning Bridge Station,0.16749502982107328,02-2018,0.8869047619047639,0.4712862093088432,0.5167047572109027,COMO SECONDARY COLLEGE,0.15444924844966423,0.6231884057971014
1 Bynder Lane,Medina,0.2241666666666666,0.3333333333333332,0.0,0.0,0.12734864300626583,0.1275720164609053,0.93478260869565,0.7011494252873562,Kwinana Station,0.4035785288270378,07-2015,0.976190476190476,0.1627137552825697,0.33677508117416916,GILMORE COLLEGE,0.2673129618439092,0.9927536231884058
1 Camden Boulevard,Aubin Grove,0.38916666666666655,0.6666666666666665,0.0,0.0,0.5302713987473527,0.411522633744856,0.8043478260869553,0.52183908045977,Cockburn Central Station,0.602385685884692,03-2018,0.9583333333333349,0.2525356183666047,0.5070069843195412,ATWELL COLLEGE,0.8088837221193855,0.927536231884058
1 Camrose Lane,Darch,0.3179166666666665,0.6666666666666665,0.0,0.0,0.4363256784969068,0.3950617283950616,0.7391304347826116,0.3218390804597701,Greenwood Station,0.7887673956262429,11-2019,0.3690476190476196,0.7387552291364943,0.4601115216409893,ASHDALE SECONDARY COLLEGE,0.25207496439839333,0.536231884057971
1 Canarias Way,Hillarys,0.7949999999999999,0.3333333333333332,0.0,0.0,0.4060542797494956,0.9547325102880658,0.6956521739130447,0.3954022988505747,Greenwood Station,0.47813121272365783,08-2018,0.13095238095237702,0.7336440070249294,0.16189813712104797,SACRED HEART COLLEGE,0.33315250016478,0.1304347826086956
1 Challenger Avenue,Manning,0.4408333333333333,0.3333333333333332,0.0,0.0,0.35281837160748225,0.4074074074074071,0.6521739130434779,0.12413793103448269,Canning Bridge Station,0.19234592445328016,04-2019,0.8869047619047639,0.46661348346421694,0.5226113327679578,COMO SECONDARY COLLEGE,0.2762835094055106,0.6231884057971014
1 Chamberlain Circle,Bateman,0.645,0.6666666666666665,0.0,0.0,0.6430062630480131,0.4074074074074071,0.30434782608695554,0.22758620689655165,Bull Creek Station,0.09107852882703737,11-2018,0.8749999999999993,0.4106229913787833,0.45832581275165923,CORPUS CHRISTI COLLEGE,0.2202852742168777,0.1956521739130435
1 Clarke Street,East Cannington,0.24916666666666673,0.3333333333333332,0.0,0.0,0.11169102296447267,0.2057613168724279,0.7608695652173886,0.21839080459770116,Canning,0.048459244532802724,03-2016,0.6190476190476212,0.4662932852682853,0.7309826810963043,SEVENOAKS SENIOR COLLEGE,0.1795055367360569,0.8188405797101449
1 Clifford Loop,Darch,0.35916666666666663,0.3333333333333332,0.0,0.0,0.18580375782873768,0.1728395061728398,0.8043478260869553,0.3149425287356321,Greenwood Station,0.7514910536779327,04-2016,0.3690476190476196,0.7342332363836346,0.4527763789724911,ASHDALE SECONDARY COLLEGE,0.23963951372616543,0.536231884057971
1 Cliverton Court,Marmion,0.7608333333333333,1.0,0.0,0.0,0.68371607515655,0.8641975308641977,0.4130434782608724,0.31724137931034485,Warwick Station,0.44085487077534763,02-2013,0.10119047619047085,0.6947411663419703,0.20546943402089934,CARINE SENIOR HIGH SCHOOL,0.5378347389078143,0.3333333333333333
1 Cobea Court,Mount Claremont,0.6991666666666665,0.3333333333333332,0.0,0.0,0.26722338204591606,0.3292181069958846,0.5217391304347835,0.1264367816091953,Loch Street Station,0.07306163021868768,06-2017,0.04166666666666475,0.5288525473536193,0.28703512159717287,JOHN XXIII COLLEGE,0.22732946043416477,0.0507246376811594
1 Colmworth Way,Butler,0.295,0.3333333333333332,0.0,0.0,0.4634655532358967,0.3251028806584363,0.717391304347828,0.8114942528735632,Butler Station,0.2047713717693835,11-2019,0.19642857142857142,0.9664063624931293,0.07422257789882702,BUTLER COLLEGE,0.12271592182353004,0.2753623188405797
1 Corbin Gate,Madeley,0.30500000000000005,0.3333333333333332,0.0,0.0,0.5292275574112819,0.22222222222222235,0.7391304347826116,0.34252873563218383,Greenwood Station,0.515407554671968,03-2020,0.3690476190476196,0.7464467277188631,0.39351831629076495,KINGSWAY CHRISTIAN COLLEGE,0.30886687438680593,0.3550724637681159
1 Crivelli Parkway,Ashby,0.26749999999999985,0.6666666666666665,0.0,0.0,0.3027139874738902,0.43621399176954745,0.7391304347826116,0.5448275862068965,Joondalup Station,0.4160039761431412,06-2020,0.3690476190476196,0.8498266624256728,0.32210067497048445,WANNEROO SECONDARY COLLEGE,0.9197715361850096,0.9420289855072465
1 Crowley Vista,Salter Point,0.9074999999999999,0.6666666666666665,0.0,0.0,0.4342379958246607,0.5308641975308642,0.6521739130434779,0.13793103448275856,Canning Bridge Station,0.13021868787276306,01-2014,0.8869047619047639,0.45762430999185655,0.4859081469808425,AQUINAS COLLEGE,0.22708187330434976,0.1594202898550724
1 Dagostino Road,Byford,0.3616666666666666,0.6666666666666665,0.0,0.0,0.6085594989562142,0.6831275720164609,0.8478260869565221,0.7172413793103448,Armadale Station,0.9751491053677932,11-2020,0.7083333333333335,0.17874605579458722,0.8484622711305003,BYFORD SECONDARY COLLEGE,0.25676411432789215,0.8333333333333333
1 Dalkey Way,Darch,0.31999999999999995,0.3333333333333332,0.0,0.0,0.22546972860120384,0.374485596707819,0.8043478260869553,0.33333333333333326,Greenwood Station,0.7142147117296225,09-2016,0.3690476190476196,0.7437856720138915,0.4419797083030524,ASHDALE SECONDARY COLLEGE,0.07147685969973229,0.536231884057971
1 David Street,Mullaloo,0.5991666666666667,1.0,0.0,0.0,0.7296450939457545,0.411522633744856,0.13043478260869457,0.47586206896551725,Edgewater Station,0.4905566600397613,04-2018,0.14285714285714193,0.7824952317641818,0.15060696245148208,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.5536846003744202,0.4130434782608695
1 Disney Street,Brentwood,0.5410416666666665,0.6666666666666665,0.0,0.0,0.3371607515657934,0.24279835390946505,0.4130434782608724,0.19999999999999993,Bull Creek Station,0.11232604373757452,05-2016,0.8928571428571465,0.4253338559843388,0.4458266746995824,CORPUS CHRISTI COLLEGE,0.4718880921052417,0.1956521739130435
1 Dolomite Road,Carine,0.645,1.0,0.0,0.0,0.6722338204593533,0.4814814814814816,0.3260869565217389,0.28735632183908044,Warwick Station,0.31660039761431374,02-2018,0.10119047619047085,0.6855053387194525,0.24035943847421573,CARINE SENIOR HIGH SCHOOL,0.12321546018730371,0.3333333333333333
1 Driver Road,Darch,0.39249999999999996,0.6666666666666665,0.0,0.0,0.5657620041753267,0.45679012345678993,0.717391304347828,0.32413793103448274,Greenwood Station,0.7639165009940361,08-2016,0.3690476190476196,0.7396733306954117,0.45500164697306267,ASHDALE SECONDARY COLLEGE,0.19530211076320608,0.536231884057971
1 Durant Way,Brentwood,0.6325,0.3333333333333332,0.0,0.0,0.3215031315240003,0.337448559670782,0.7608695652173886,0.20689655172413787,Bull Creek Station,0.03441848906560626,09-2015,0.8928571428571465,0.4216061170009964,0.4619016261214366,CORPUS CHRISTI COLLEGE,0.442966028683944,0.1956521739130435
1 El Porto Way,Iluka,0.7283333333333333,0.6666666666666665,0.0,0.0,0.5344467640918447,0.8230452674897121,0.782608695652172,0.5999999999999999,Currambine Station,0.24204771371769385,02-2020,0.14880952380952428,0.8525998224418931,0.12967295977954435,PRENDIVILLE CATHOLIC COLLEGE,0.8253341264525124,0.427536231884058
1 Empress Crescent,Atwell,0.3408333333333334,0.6666666666666665,0.0,0.0,0.6158663883090232,0.3621399176954734,0.5869565217391278,0.4206896551724137,Cockburn Central Station,0.07890159045725625,03-2019,0.9583333333333349,0.30678159416304474,0.4967048176502293,ATWELL COLLEGE,0.48092067478058625,0.927536231884058
1 Federal Street,Osborne Park,0.33666666666666656,0.3333333333333332,0.0,0.0,0.2359081419624342,0.15226337448559665,0.6739130434782613,0.12413793103448269,Glendalough Station,0.2296222664015904,07-2020,0.0833333333333296,0.622995887069452,0.3919732660148487,SERVITE COLLEGE,0.24373696418266258,0.463768115942029
1 Felpham Court,Success,0.3233333333333332,0.6666666666666665,0.0,0.0,0.40814196242174156,0.4320987654320986,0.717391304347828,0.44137931034482747,Cockburn Central Station,0.21719681908548694,08-2020,0.9583333333333349,0.29738922337322765,0.44820468949132974,EMMANUEL CATHOLIC COLLEGE,0.281033505512196,0.4130434782608695
1 Fortune Street,Balcatta,0.33249999999999996,0.3333333333333332,0.0,0.0,0.2202505219206409,0.11934156378600844,0.5652173913043502,0.1540229885057471,Stirling Station,0.25447316103379725,07-2018,0.10714285714285351,0.6409020465662149,0.38777657540047117,BALCATTA SENIOR HIGH SCHOOL,0.4521207083819635,0.9710144927536232
1 Fourth Avenue,Rossmoyne,0.6758333333333333,0.6666666666666665,0.0,0.0,0.9582463465553921,0.2757201646090537,0.391304347826089,0.18160919540229878,Bull Creek Station,0.24204771371769385,01-2014,0.8630952380952405,0.43464655748365005,0.5131649327433481,ROSSMOYNE SENIOR HIGH SCHOOL,0.3344417577990952,0.108695652173913
1 Fran Court,Merriwa,0.2283333333333332,0.3333333333333332,0.0,0.0,0.5657620041753267,0.3621399176954734,0.6739130434782613,0.7494252873563219,Clarkson Station,0.37872763419483085,04-2017,0.16071428571428328,0.9311454662582832,0.08088189843378693,QUINNS BAPTIST COLLEGE,0.09893491703000264,0.8478260869565217
