Unnamed: 0,price,address,area,latitude,longitude,bedrooms,bathrooms,balcony,status,neworold,parking,furnished_status,lift,landmarks,type_of_building,desc,price_sqft
0.0,0.084853291038858,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",0.0774032459425717,0.9312600095929398,0.2690661153324072,0.3333333333333333,0.0,0.0,Ready to Move,New Property,0.00625,Semi-Furnished,0.1,Near by shri jagannath mandir,Flat,"


                                3 BHK semi furnished first floor with a covered area of 1450 sq ft and provide a excellent view the property is close to metro station and near to main market the property is located in a very good and area there are more than 20 C.B.S.E. reg schools in the radius of 1 km and more than 4 parks in each pocket free bank loan facility available with Guaranteed lowest rate of interest.
                            
more

",0.2788842275845865
0.0006494349915573,0.119746233148295,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",0.114856429463171,0.9256343134943564,0.2889822959172079,0.3333333333333333,0.0,0.0,Ready to Move,New Property,0.00625,Semi-Furnished,0.1,Near by the sovereign school,Individual House,"
                    
                    
                    
                       3 BHK There are many facility available in sector 24 and very near to Rithala Metro Station and near by reputed schools banks market and malls and very good visitor park in area. And very good transport service available in area.
                    
                ",0.3213415926318362
0.0007793219898688,0.2069785884218874,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",0.2272159800249688,0.9379466209240092,0.2699031529420495,0.6666666666666666,0.25,0.0,Ready to Move,New Property,0.00625,Semi-Furnished,0.1,Near by shri jagannath mandir,Individual House,"


                                4 BHK this property is located in a very prime location. Near to market hospital college and other basic facilities. it is a north east facing SEMI furnished 4BHK house.It is a 4BHK property. Bank loan facility available on this property has elegant looks situated almost in center of Rohini nearby vicinity is good and surrounded by good and literate peoples. This sector is full of all facilities like park parking transport Electricity water markets offices schools 23 reputed school within nearby vicinity and hospitals. This sector is known for neat n clean environment excellently designing
                            
more

",0.3606819542384646
0.0010390959864917,0.0499603489294211,"NeelPadam Kunj, Vaishali, Sector 1, Ghaziabad, Sector 1 Vaishali, Ghaziabad, Delhi NCR",0.1365792759051186,0.7612696838391457,0.6804103120667548,0.0,0.0,0.25,Ready to Move,Resale,0.0,Semi-Furnished,0.2,Prime location surrounded by malls and hospitals along NH-58 near Dabar factory. In between Vaishali and Kaushambi metro stations and very close to Anand Vihar Railway Station.,Flat,"


                                Complex with all amenities i.e. parks, gym, swimming pool, badminton court, tennis courts, temple, provision store, piped gas facility and ample parking space. Property east facing with garden and swimming pool view, open on 2 sides with excellent breezy cross ventilation and sunlight availability.
                            
more

",0.0974428412218796
0.0025977399662293,0.1118160190325138,"sector 103 gurgaon, Dwarka Expressway, Gurgaon, Delhi NCR",0.2349563046192259,0.4482915606428932,0.1497948991152213,0.0,0.0,0.25,Ready to Move,Resale,0.00625,Unfurnished,0.2,near gurgaon railway station,Flat,"
                    
                    
                    
                       2 bhk flat is available for sale in Gurgoan, Dwarka Expressway Grugram sector 103.
                    
                ",0.1619445241375954
0.0036368359527211,0.0412371134020618,"Krishna Park Colony, New Delhi - South, Delhi NCR",0.1023720349563046,0.4709670584600829,0.5057070367485323,0.3333333333333333,0.0,0.0,Ready to Move,New Property,0.0,Semi-Furnished,0.1,The proprty is located nearby vishal mega mart,Flat,"


                                Devli Khanpur, Khanpur, Delhi South, Delhi  NCRWe have 3BHK Independant flat for sale at Krishna park, khanpur. Very good location nearby school, hospital, bank & market. Property type registry. Loan option available. Contact for site visit soon as possible.Additional details 3 bhk spacious independent floorIt is under cctv surveillance.There is also a lift to make the living more convenient specially for old age peopleEach house has a dedicated water tank.The house has muncipal supply. power backup available.24hours water supplyThe kitchen has been built with modular fittings..
                            
more

",0.1019905538563173
0.0062345759189505,0.0702616970658207,"Chhatarpur New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",0.1573033707865168,0.4449746762379405,0.4265221901224265,0.3333333333333333,0.0,0.0,Ready to Move,New Property,0.0,Semi-Furnished,0.1,Nearby SKY MANSION BUILDING CSKM PUBLIC SCHOOL Chhatarpur Metro statio,Flat,"
                    
                    
                    
                       Spacious uptodate Near SKY MANSION BUILDING Boking open 80 lon 2 Bhk 45 lakh 3 Bhk70 lakh available builder floor  in new Dehli D  L F chattarpur band rod  second avenue . Surrounded by Reputed Schools ,Pvt.
                    
                ",0.1328880167025084
0.0063644629172619,0.0864393338620142,"Sohna Road, Gurgaon, Sector 33, Gurgaon, Delhi NCR",0.1835205992509363,0.0,0.2228828973786392,0.0,0.0,0.25,Ready to Move,New Property,0.0,Semi-Furnished,0.2,On main sohna roadjust before central park flower valleyg. D. Goenka,Flat,"
                    
                    
                    
                       The very best ready to move in property on sohna road sector 33 with all amenities & basically the theme is kid centric.
                    
                ",0.1492294784080393
0.0076633329003766,0.0166534496431403,"Sai Enclave niti khand indirapuram, Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",0.0649188514357053,0.7633420005820781,0.7332034549937134,0.0,0.0,0.0,Ready to Move,Resale,0.0,Semi-Furnished,0.0,Near Hathi Park,Flat,"
                    
                    
                    
                       This property is in very good location.
                    
                ",0.0535862743499877
0.0087024288868684,0.0515463917525773,"plot no -02 E sector 12  Graeter noida west, Greater Noida West, Noida, Delhi NCR",0.2059925093632958,0.6795385628460338,0.8767155609927784,0.3333333333333333,0.0,0.5,Ready to Move,Resale,0.00625,Furnished,0.2,Rajiv Palaya chowk.,Flat,"
                    
                    
                    
                       3 bhk multistorey apartment for sale,in a very good location.
                    
                ",0.0563580685351
