suburb,address,rooms,type,price,method,sellerg,date,distance,postcode,bedrooms,bathrooms,car,landsize,buildingarea,build_year,councilarea,latitude,longitude,regionname,propertycount
Abbotsford,25 Bloomburg St,0.1999999999999999,h,0.4017777777777775,S,Biggin,4/02/2016,0.1146788990825686,0.3236714975845405,0.3333333333333333,0.0,0.0,0.1178247734138971,0.2752613240418114,0.297619047619047,Yarra,0.4943366951125056,0.5059372011476007,Northern Metropolitan,0.2121938387794469
Abbotsford,5 Charles St,0.4,h,0.5928888888888888,SP,Biggin,4/03/2017,0.1146788990825686,0.3236714975845405,0.6666666666666667,0.4999999999999998,0.0,0.1012084592145011,0.5226480836236926,0.297619047619047,Yarra,0.4907163175588345,0.5079295505260191,Northern Metropolitan,0.2121938387794469
Abbotsford,55a Park St,0.6,h,0.6528888888888889,VB,Nelson,4/06/2016,0.1146788990825686,0.3236714975845405,0.6666666666666667,0.0,0.6666666666666667,0.0906344410876123,0.4947735191637622,0.9761904761904748,Yarra,0.4961468838893215,0.507331845712488,Northern Metropolitan,0.2121938387794469
Abbotsford,124 Yarra St,0.4,h,0.7755555555555556,S,Nelson,7/05/2016,0.1146788990825686,0.3236714975845405,1.0,0.4999999999999998,0.0,0.1850453172205436,0.73170731707317,0.3571428571428572,Yarra,0.5085596069304497,0.5176920624800627,Northern Metropolitan,0.2121938387794469
Abbotsford,98 Charles St,0.1999999999999999,h,0.668888888888889,S,Nelson,8/10/2016,0.1146788990825686,0.3236714975845405,0.3333333333333333,0.0,0.6666666666666667,0.1933534743202416,0.3728222996515676,0.2380952380952377,Yarra,0.4992500646496166,0.509921899904326,Northern Metropolitan,0.2121938387794469
Abbotsford,10 Valiant St,0.1999999999999999,h,0.429333333333333,S,Biggin,8/10/2016,0.1146788990825686,0.3236714975845405,0.6666666666666667,0.0,0.6666666666666667,0.1661631419939568,0.2613240418118463,0.297619047619047,Yarra,0.5121799844840946,0.5168951227287064,Northern Metropolitan,0.2121938387794469
Abbotsford,40 Nicholson St,0.4,h,0.5417777777777777,VB,Nelson,12/11/2016,0.1146788990825686,0.3236714975845405,0.6666666666666667,0.4999999999999998,0.6666666666666667,0.161631419939575,0.6620209059233442,0.922619047619047,Yarra,0.4927851047323515,0.5119142492827444,Northern Metropolitan,0.2121938387794469
Abbotsford,123/56 Nicholson St,0.1999999999999999,u,0.2751111111111109,S,Biggin,12/11/2016,0.1146788990825686,0.3236714975845405,0.3333333333333333,0.4999999999999998,0.3333333333333333,0.0,0.3275261324041802,0.9464285714285716,Yarra,0.4945952935091935,0.5121134842205695,Northern Metropolitan,0.2121938387794469
Abbotsford,16 William St,0.1999999999999999,h,0.5239999999999999,S,Jellis,15/10/2016,0.1146788990825686,0.3236714975845405,0.3333333333333333,0.0,0.6666666666666667,0.1797583081570992,0.3379790940766546,0.2380952380952377,Yarra,0.4914921127489115,0.5143050685368129,Northern Metropolitan,0.2121938387794469
Abbotsford,42 Henry St,0.4,h,0.475111111111111,S,Jellis,16/07/2016,0.1146788990825686,0.3236714975845405,0.6666666666666667,0.4999999999999998,0.3333333333333333,0.0853474320241678,0.3832752613240409,0.1785714285714275,Yarra,0.5002844582363686,0.5051402613962446,Northern Metropolitan,0.2121938387794469
